Step,Epsilon
476,0.8996400539964002
477,0.8996400539964002
478,0.8996400539964002
479,0.8996400539964002
480,0.8996400539964002
481,0.8996400539964002
482,0.8996400539964002
483,0.8996400539964002
484,0.8996400539964002
485,0.8996400539964002
486,0.8996400539964002
487,0.8996400539964002
488,0.8996400539964002
489,0.8996400539964002
490,0.8996400539964002
491,0.8996400539964002
492,0.8996400539964002
493,0.8996400539964002
494,0.8996400539964002
495,0.8996400539964002
496,0.8996400539964002
497,0.8996400539964002
498,0.8996400539964002
499,0.8995500899910006
500,0.8995500899910006
501,0.8995500899910006
502,0.8995500899910006
503,0.8995500899910006
504,0.8995500899910006
505,0.8995500899910006
506,0.8995500899910006
507,0.8995500899910006
508,0.8995500899910006
509,0.8995500899910006
510,0.8995500899910006
511,0.8995500899910006
512,0.8995500899910006
513,0.8995500899910006
514,0.8995500899910006
515,0.8995500899910006
516,0.8995500899910006
517,0.8995500899910006
518,0.8995500899910006
519,0.8995500899910006
520,0.8995500899910006
521,0.8995500899910006
522,0.8995500899910006
523,0.8995500899910006
524,0.8995500899910006
525,0.8995500899910006
526,0.8995500899910006
527,0.8995500899910006
528,0.8995500899910006
529,0.8995500899910006
530,0.8995500899910006
531,0.8995500899910006
532,0.8995500899910006
533,0.8995500899910006
534,0.8995500899910006
535,0.8995500899910006
536,0.8995500899910006
537,0.8995500899910006
538,0.8995500899910006
539,0.8995500899910006
540,0.8995500899910006
541,0.8995500899910006
542,0.8995500899910006
543,0.8995500899910006
544,0.8995500899910006
545,0.8995500899910006
546,0.8995500899910006
547,0.8995500899910006
548,0.8995500899910006
549,0.8995500899910006
550,0.8995500899910006
551,0.8995500899910006
552,0.8995500899910006
553,0.8995500899910006
554,0.8995500899910006
555,0.8995500899910006
556,0.8995500899910006
557,0.8995500899910006
558,0.8995500899910006
559,0.8995500899910006
560,0.8995500899910006
561,0.8995500899910006
562,0.8995500899910006
563,0.8995500899910006
564,0.8995500899910006
565,0.8995500899910006
566,0.8995500899910006
567,0.8995500899910006
568,0.8995500899910006
569,0.8995500899910006
570,0.8995500899910006
571,0.8995500899910006
572,0.8995500899910006
573,0.8995500899910006
574,0.8995500899910006
575,0.8995500899910006
576,0.8995500899910006
577,0.8995500899910006
578,0.8995500899910006
579,0.8995500899910006
580,0.8995500899910006
581,0.8995500899910006
582,0.8995500899910006
583,0.8995500899910006
584,0.8995500899910006
585,0.8995500899910006
586,0.8995500899910006
587,0.8995500899910006
588,0.8995500899910006
589,0.8995500899910006
590,0.8995500899910006
591,0.8995500899910006
592,0.8995500899910006
593,0.8995500899910006
594,0.8995500899910006
595,0.8995500899910006
596,0.8995500899910006
597,0.8995500899910006
598,0.8995500899910006
599,0.8994601349820015
600,0.8994601349820015
601,0.8994601349820015
602,0.8994601349820015
603,0.8994601349820015
604,0.8994601349820015
605,0.8994601349820015
606,0.8994601349820015
607,0.8994601349820015
608,0.8994601349820015
609,0.8994601349820015
610,0.8994601349820015
611,0.8994601349820015
612,0.8994601349820015
613,0.8994601349820015
614,0.8994601349820015
615,0.8994601349820015
616,0.8994601349820015
617,0.8994601349820015
618,0.8994601349820015
619,0.8994601349820015
620,0.8994601349820015
621,0.8994601349820015
622,0.8994601349820015
623,0.8994601349820015
624,0.8994601349820015
625,0.8994601349820015
626,0.8994601349820015
627,0.8994601349820015
628,0.8994601349820015
629,0.8994601349820015
630,0.8994601349820015
631,0.8994601349820015
632,0.8994601349820015
633,0.8994601349820015
634,0.8994601349820015
635,0.8994601349820015
636,0.8994601349820015
637,0.8994601349820015
638,0.8994601349820015
639,0.8994601349820015
640,0.8994601349820015
641,0.8994601349820015
642,0.8994601349820015
643,0.8994601349820015
644,0.8994601349820015
645,0.8994601349820015
646,0.8994601349820015
647,0.8994601349820015
648,0.8994601349820015
649,0.8994601349820015
650,0.8994601349820015
651,0.8994601349820015
652,0.8994601349820015
653,0.8994601349820015
654,0.8994601349820015
655,0.8994601349820015
656,0.8994601349820015
657,0.8994601349820015
658,0.8994601349820015
659,0.8994601349820015
660,0.8994601349820015
661,0.8994601349820015
662,0.8994601349820015
663,0.8994601349820015
664,0.8994601349820015
665,0.8994601349820015
666,0.8994601349820015
667,0.8994601349820015
668,0.8994601349820015
669,0.8994601349820015
670,0.8994601349820015
671,0.8994601349820015
672,0.8994601349820015
673,0.8994601349820015
674,0.8994601349820015
675,0.8994601349820015
676,0.8994601349820015
677,0.8994601349820015
678,0.8994601349820015
679,0.8994601349820015
680,0.8994601349820015
681,0.8994601349820015
682,0.8994601349820015
683,0.8994601349820015
684,0.8994601349820015
685,0.8994601349820015
686,0.8994601349820015
687,0.8994601349820015
688,0.8994601349820015
689,0.8994601349820015
690,0.8994601349820015
691,0.8994601349820015
692,0.8994601349820015
693,0.8994601349820015
694,0.8994601349820015
695,0.8994601349820015
696,0.8994601349820015
697,0.8994601349820015
698,0.8994601349820015
699,0.8993701889685033
700,0.8993701889685033
701,0.8993701889685033
702,0.8993701889685033
703,0.8993701889685033
704,0.8993701889685033
705,0.8993701889685033
706,0.8993701889685033
707,0.8993701889685033
708,0.8993701889685033
709,0.8993701889685033
710,0.8993701889685033
711,0.8993701889685033
712,0.8993701889685033
713,0.8993701889685033
714,0.8993701889685033
715,0.8993701889685033
716,0.8993701889685033
717,0.8993701889685033
718,0.8993701889685033
719,0.8993701889685033
720,0.8993701889685033
721,0.8993701889685033
722,0.8993701889685033
723,0.8993701889685033
724,0.8993701889685033
725,0.8993701889685033
726,0.8993701889685033
727,0.8993701889685033
728,0.8993701889685033
729,0.8993701889685033
730,0.8993701889685033
731,0.8993701889685033
732,0.8993701889685033
733,0.8993701889685033
734,0.8993701889685033
735,0.8993701889685033
736,0.8993701889685033
737,0.8993701889685033
738,0.8993701889685033
739,0.8993701889685033
740,0.8993701889685033
741,0.8993701889685033
742,0.8993701889685033
743,0.8993701889685033
744,0.8993701889685033
745,0.8993701889685033
746,0.8993701889685033
747,0.8993701889685033
748,0.8993701889685033
749,0.8993701889685033
750,0.8993701889685033
751,0.8993701889685033
752,0.8993701889685033
753,0.8993701889685033
754,0.8993701889685033
755,0.8993701889685033
756,0.8993701889685033
757,0.8993701889685033
758,0.8993701889685033
759,0.8993701889685033
760,0.8993701889685033
761,0.8993701889685033
762,0.8993701889685033
763,0.8993701889685033
764,0.8993701889685033
765,0.8993701889685033
766,0.8993701889685033
767,0.8993701889685033
768,0.8993701889685033
769,0.8993701889685033
770,0.8993701889685033
771,0.8993701889685033
772,0.8993701889685033
773,0.8993701889685033
774,0.8993701889685033
775,0.8993701889685033
776,0.8993701889685033
777,0.8993701889685033
778,0.8993701889685033
779,0.8993701889685033
780,0.8993701889685033
781,0.8993701889685033
782,0.8993701889685033
783,0.8993701889685033
784,0.8993701889685033
785,0.8993701889685033
786,0.8993701889685033
787,0.8993701889685033
788,0.8993701889685033
789,0.8993701889685033
790,0.8993701889685033
791,0.8993701889685033
792,0.8993701889685033
793,0.8993701889685033
794,0.8993701889685033
795,0.8993701889685033
796,0.8993701889685033
797,0.8993701889685033
798,0.8993701889685033
799,0.8992802519496065
800,0.8992802519496065
801,0.8992802519496065
802,0.8992802519496065
803,0.8992802519496065
804,0.8992802519496065
805,0.8992802519496065
806,0.8992802519496065
807,0.8992802519496065
808,0.8992802519496065
809,0.8992802519496065
810,0.8992802519496065
811,0.8992802519496065
812,0.8992802519496065
813,0.8992802519496065
814,0.8992802519496065
815,0.8992802519496065
816,0.8992802519496065
817,0.8992802519496065
818,0.8992802519496065
819,0.8992802519496065
820,0.8992802519496065
821,0.8992802519496065
822,0.8992802519496065
823,0.8992802519496065
824,0.8992802519496065
825,0.8992802519496065
826,0.8992802519496065
827,0.8992802519496065
828,0.8992802519496065
829,0.8992802519496065
830,0.8992802519496065
831,0.8992802519496065
832,0.8992802519496065
833,0.8992802519496065
834,0.8992802519496065
835,0.8992802519496065
836,0.8992802519496065
837,0.8992802519496065
838,0.8992802519496065
839,0.8992802519496065
840,0.8992802519496065
841,0.8992802519496065
842,0.8992802519496065
843,0.8992802519496065
844,0.8992802519496065
845,0.8992802519496065
846,0.8992802519496065
847,0.8992802519496065
848,0.8992802519496065
849,0.8992802519496065
850,0.8992802519496065
851,0.8992802519496065
852,0.8992802519496065
853,0.8992802519496065
854,0.8992802519496065
855,0.8992802519496065
856,0.8992802519496065
857,0.8992802519496065
858,0.8992802519496065
859,0.8992802519496065
860,0.8992802519496065
861,0.8992802519496065
862,0.8992802519496065
863,0.8992802519496065
864,0.8992802519496065
865,0.8992802519496065
866,0.8992802519496065
867,0.8992802519496065
868,0.8992802519496065
869,0.8992802519496065
870,0.8992802519496065
871,0.8992802519496065
872,0.8992802519496065
873,0.8992802519496065
874,0.8992802519496065
875,0.8992802519496065
876,0.8992802519496065
877,0.8992802519496065
878,0.8992802519496065
879,0.8992802519496065
880,0.8992802519496065
881,0.8992802519496065
882,0.8992802519496065
883,0.8992802519496065
884,0.8992802519496065
885,0.8992802519496065
886,0.8992802519496065
887,0.8992802519496065
888,0.8992802519496065
889,0.8992802519496065
890,0.8992802519496065
891,0.8992802519496065
892,0.8992802519496065
893,0.8992802519496065
894,0.8992802519496065
895,0.8992802519496065
896,0.8992802519496065
897,0.8992802519496065
898,0.8992802519496065
899,0.8991903239244116
900,0.8991903239244116
901,0.8991903239244116
902,0.8991903239244116
903,0.8991903239244116
904,0.8991903239244116
905,0.8991903239244116
906,0.8991903239244116
907,0.8991903239244116
908,0.8991903239244116
909,0.8991903239244116
910,0.8991903239244116
911,0.8991903239244116
912,0.8991903239244116
913,0.8991903239244116
914,0.8991903239244116
915,0.8991903239244116
916,0.8991903239244116
917,0.8991903239244116
918,0.8991903239244116
919,0.8991903239244116
920,0.8991903239244116
921,0.8991903239244116
922,0.8991903239244116
923,0.8991903239244116
924,0.8991903239244116
925,0.8991903239244116
926,0.8991903239244116
927,0.8991903239244116
928,0.8991903239244116
929,0.8991903239244116
930,0.8991903239244116
931,0.8991903239244116
932,0.8991903239244116
933,0.8991903239244116
934,0.8991903239244116
935,0.8991903239244116
936,0.8991903239244116
937,0.8991903239244116
938,0.8991903239244116
939,0.8991903239244116
940,0.8991903239244116
941,0.8991903239244116
942,0.8991903239244116
943,0.8991903239244116
944,0.8991903239244116
945,0.8991903239244116
946,0.8991903239244116
947,0.8991903239244116
948,0.8991903239244116
949,0.8991903239244116
950,0.8991903239244116
951,0.8991903239244116
952,0.8991903239244116
953,0.8991903239244116
954,0.8991903239244116
955,0.8991903239244116
956,0.8991903239244116
957,0.8991903239244116
958,0.8991903239244116
959,0.8991903239244116
960,0.8991903239244116
961,0.8991903239244116
962,0.8991903239244116
963,0.8991903239244116
964,0.8991903239244116
965,0.8991903239244116
966,0.8991903239244116
967,0.8991903239244116
968,0.8991903239244116
969,0.8991903239244116
970,0.8991903239244116
971,0.8991903239244116
972,0.8991903239244116
973,0.8991903239244116
974,0.8991903239244116
975,0.8991903239244116
976,0.8991903239244116
977,0.8991903239244116
978,0.8991903239244116
979,0.8991903239244116
980,0.8991903239244116
981,0.8991903239244116
982,0.8991903239244116
983,0.8991903239244116
984,0.8991903239244116
985,0.8991903239244116
986,0.8991903239244116
987,0.8991903239244116
988,0.8991903239244116
989,0.8991903239244116
990,0.8991903239244116
991,0.8991903239244116
992,0.8991903239244116
993,0.8991903239244116
994,0.8991903239244116
995,0.8991903239244116
996,0.8991903239244116
997,0.8991903239244116
998,0.8991903239244116
999,0.8991004048920191
1000,0.8991004048920191
1001,0.8991004048920191
1002,0.8991004048920191
1003,0.8991004048920191
1004,0.8991004048920191
1005,0.8991004048920191
1006,0.8991004048920191
1007,0.8991004048920191
1008,0.8991004048920191
1009,0.8991004048920191
1010,0.8991004048920191
1011,0.8991004048920191
1012,0.8991004048920191
1013,0.8991004048920191
1014,0.8991004048920191
1015,0.8991004048920191
1016,0.8991004048920191
1017,0.8991004048920191
1018,0.8991004048920191
1019,0.8991004048920191
1020,0.8991004048920191
1021,0.8991004048920191
1022,0.8991004048920191
1023,0.8991004048920191
1024,0.8991004048920191
1025,0.8991004048920191
1026,0.8991004048920191
1027,0.8991004048920191
1028,0.8991004048920191
1029,0.8991004048920191
1030,0.8991004048920191
1031,0.8991004048920191
1032,0.8991004048920191
1033,0.8991004048920191
1034,0.8991004048920191
1035,0.8991004048920191
1036,0.8991004048920191
1037,0.8991004048920191
1038,0.8991004048920191
1039,0.8991004048920191
1040,0.8991004048920191
1041,0.8991004048920191
1042,0.8991004048920191
1043,0.8991004048920191
1044,0.8991004048920191
1045,0.8991004048920191
1046,0.8991004048920191
1047,0.8991004048920191
1048,0.8991004048920191
1049,0.8991004048920191
1050,0.8991004048920191
1051,0.8991004048920191
1052,0.8991004048920191
1053,0.8991004048920191
1054,0.8991004048920191
1055,0.8991004048920191
1056,0.8991004048920191
1057,0.8991004048920191
1058,0.8991004048920191
1059,0.8991004048920191
1060,0.8991004048920191
1061,0.8991004048920191
1062,0.8991004048920191
1063,0.8991004048920191
1064,0.8991004048920191
1065,0.8991004048920191
1066,0.8991004048920191
1067,0.8991004048920191
1068,0.8991004048920191
1069,0.8991004048920191
1070,0.8991004048920191
1071,0.8991004048920191
1072,0.8991004048920191
1073,0.8991004048920191
1074,0.8991004048920191
1075,0.8991004048920191
1076,0.8991004048920191
1077,0.8991004048920191
1078,0.8991004048920191
1079,0.8991004048920191
1080,0.8991004048920191
1081,0.8991004048920191
1082,0.8991004048920191
1083,0.8991004048920191
1084,0.8991004048920191
1085,0.8991004048920191
1086,0.8991004048920191
1087,0.8991004048920191
1088,0.8991004048920191
1089,0.8991004048920191
1090,0.8991004048920191
1091,0.8991004048920191
1092,0.8991004048920191
1093,0.8991004048920191
1094,0.8991004048920191
1095,0.8991004048920191
1096,0.8991004048920191
1097,0.8991004048920191
1098,0.8991004048920191
1099,0.89901049485153
1100,0.89901049485153
1101,0.89901049485153
1102,0.89901049485153
1103,0.89901049485153
1104,0.89901049485153
1105,0.89901049485153
1106,0.89901049485153
1107,0.89901049485153
1108,0.89901049485153
1109,0.89901049485153
1110,0.89901049485153
1111,0.89901049485153
1112,0.89901049485153
1113,0.89901049485153
1114,0.89901049485153
1115,0.89901049485153
1116,0.89901049485153
1117,0.89901049485153
1118,0.89901049485153
1119,0.89901049485153
1120,0.89901049485153
1121,0.89901049485153
1122,0.89901049485153
1123,0.89901049485153
1124,0.89901049485153
1125,0.89901049485153
1126,0.89901049485153
1127,0.89901049485153
1128,0.89901049485153
1129,0.89901049485153
1130,0.89901049485153
1131,0.89901049485153
1132,0.89901049485153
1133,0.89901049485153
1134,0.89901049485153
1135,0.89901049485153
1136,0.89901049485153
1137,0.89901049485153
1138,0.89901049485153
1139,0.89901049485153
1140,0.89901049485153
1141,0.89901049485153
1142,0.89901049485153
1143,0.89901049485153
1144,0.89901049485153
1145,0.89901049485153
1146,0.89901049485153
1147,0.89901049485153
1148,0.89901049485153
1149,0.89901049485153
1150,0.89901049485153
1151,0.89901049485153
1152,0.89901049485153
1153,0.89901049485153
1154,0.89901049485153
1155,0.89901049485153
1156,0.89901049485153
1157,0.89901049485153
1158,0.89901049485153
1159,0.89901049485153
1160,0.89901049485153
1161,0.89901049485153
1162,0.89901049485153
1163,0.89901049485153
1164,0.89901049485153
1165,0.89901049485153
1166,0.89901049485153
1167,0.89901049485153
1168,0.89901049485153
1169,0.89901049485153
1170,0.89901049485153
1171,0.89901049485153
1172,0.89901049485153
1173,0.89901049485153
1174,0.89901049485153
1175,0.89901049485153
1176,0.89901049485153
1177,0.89901049485153
1178,0.89901049485153
1179,0.89901049485153
1180,0.89901049485153
1181,0.89901049485153
1182,0.89901049485153
1183,0.89901049485153
1184,0.89901049485153
1185,0.89901049485153
1186,0.89901049485153
1187,0.89901049485153
1188,0.89901049485153
1189,0.89901049485153
1190,0.89901049485153
1191,0.89901049485153
1192,0.89901049485153
1193,0.89901049485153
1194,0.89901049485153
1195,0.89901049485153
1196,0.89901049485153
1197,0.89901049485153
1198,0.89901049485153
1199,0.8989205938020448
1200,0.8989205938020448
1201,0.8989205938020448
1202,0.8989205938020448
1203,0.8989205938020448
1204,0.8989205938020448
1205,0.8989205938020448
1206,0.8989205938020448
1207,0.8989205938020448
1208,0.8989205938020448
1209,0.8989205938020448
1210,0.8989205938020448
1211,0.8989205938020448
1212,0.8989205938020448
1213,0.8989205938020448
1214,0.8989205938020448
1215,0.8989205938020448
1216,0.8989205938020448
1217,0.8989205938020448
1218,0.8989205938020448
1219,0.8989205938020448
1220,0.8989205938020448
1221,0.8989205938020448
1222,0.8989205938020448
1223,0.8989205938020448
1224,0.8989205938020448
1225,0.8989205938020448
1226,0.8989205938020448
1227,0.8989205938020448
1228,0.8989205938020448
1229,0.8989205938020448
1230,0.8989205938020448
1231,0.8989205938020448
1232,0.8989205938020448
1233,0.8989205938020448
1234,0.8989205938020448
1235,0.8989205938020448
1236,0.8989205938020448
1237,0.8989205938020448
1238,0.8989205938020448
1239,0.8989205938020448
1240,0.8989205938020448
1241,0.8989205938020448
1242,0.8989205938020448
1243,0.8989205938020448
1244,0.8989205938020448
1245,0.8989205938020448
1246,0.8989205938020448
1247,0.8989205938020448
1248,0.8989205938020448
1249,0.8989205938020448
1250,0.8989205938020448
1251,0.8989205938020448
1252,0.8989205938020448
1253,0.8989205938020448
1254,0.8989205938020448
1255,0.8989205938020448
1256,0.8989205938020448
1257,0.8989205938020448
1258,0.8989205938020448
1259,0.8989205938020448
1260,0.8989205938020448
1261,0.8989205938020448
1262,0.8989205938020448
1263,0.8989205938020448
1264,0.8989205938020448
1265,0.8989205938020448
1266,0.8989205938020448
1267,0.8989205938020448
1268,0.8989205938020448
1269,0.8989205938020448
1270,0.8989205938020448
1271,0.8989205938020448
1272,0.8989205938020448
1273,0.8989205938020448
1274,0.8989205938020448
1275,0.8989205938020448
1276,0.8989205938020448
1277,0.8989205938020448
1278,0.8989205938020448
1279,0.8989205938020448
1280,0.8989205938020448
1281,0.8989205938020448
1282,0.8989205938020448
1283,0.8989205938020448
1284,0.8989205938020448
1285,0.8989205938020448
1286,0.8989205938020448
1287,0.8989205938020448
1288,0.8989205938020448
1289,0.8989205938020448
1290,0.8989205938020448
1291,0.8989205938020448
1292,0.8989205938020448
1293,0.8989205938020448
1294,0.8989205938020448
1295,0.8989205938020448
1296,0.8989205938020448
1297,0.8989205938020448
1298,0.8989205938020448
1299,0.8988307017426647
1300,0.8988307017426647
1301,0.8988307017426647
1302,0.8988307017426647
1303,0.8988307017426647
1304,0.8988307017426647
1305,0.8988307017426647
1306,0.8988307017426647
1307,0.8988307017426647
1308,0.8988307017426647
1309,0.8988307017426647
1310,0.8988307017426647
1311,0.8988307017426647
1312,0.8988307017426647
1313,0.8988307017426647
1314,0.8988307017426647
1315,0.8988307017426647
1316,0.8988307017426647
1317,0.8988307017426647
1318,0.8988307017426647
1319,0.8988307017426647
1320,0.8988307017426647
1321,0.8988307017426647
1322,0.8988307017426647
1323,0.8988307017426647
1324,0.8988307017426647
1325,0.8988307017426647
1326,0.8988307017426647
1327,0.8988307017426647
1328,0.8988307017426647
1329,0.8988307017426647
1330,0.8988307017426647
1331,0.8988307017426647
1332,0.8988307017426647
1333,0.8988307017426647
1334,0.8988307017426647
1335,0.8988307017426647
1336,0.8988307017426647
1337,0.8988307017426647
1338,0.8988307017426647
1339,0.8988307017426647
1340,0.8988307017426647
1341,0.8988307017426647
1342,0.8988307017426647
1343,0.8988307017426647
1344,0.8988307017426647
1345,0.8988307017426647
1346,0.8988307017426647
1347,0.8988307017426647
1348,0.8988307017426647
1349,0.8988307017426647
1350,0.8988307017426647
1351,0.8988307017426647
1352,0.8988307017426647
1353,0.8988307017426647
1354,0.8988307017426647
1355,0.8988307017426647
